ID,要素名,FR001-1,FR001-2,FR001-3,FR001-4,FR002-1,FR002-2,FR002-3,FR002-4,FR003-1,FR003-2,FR003-3,FR003-4,FR004-1,FR004-2,FR005-1,FR005-2,FR005-3,FR006-1,NFR001-1,NFR001-2,NFR001-3,NFR002-1,NFR002-2,NFR002-3,NFR003-1,NFR003-2,NFR004-1,NFR004-2,SC001,SC002,SC003,SC004,SC005,SC006,OP001,OP002,OP003,OP004,OP005,OP006,OP007,OP008,OP009,FN001,FN002,FN003,FN004,FN005,FN006,FN007,FN008,FN009,FN010,IMPL001,IMPL002,IMPL003,IMPL004,IMPL005,IMPL006,IMPL007,IMPL008,IMPL009,IMPL010,IMPL011,IMPL012,IMPL013,IMPL014,IMPL015,TEST001,TEST002,TEST003,TEST004,TEST005
FR001-1,OAuth 2.0認証フロー,○,△,○,○,×,×,×,×,×,×,×,×,×,×,×,△,×,×,△,△,×,○,○,×,○,○,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,○,○,×,×,×,×,○,×,×,×,×,×,○,○,○,×,×,×,×,×,×,×,×,○,×,×,×
FR001-2,Client ID/Secret設定,×,○,△,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,○,○,×,○,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,○,×,×,×,○,○,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×
FR001-3,トークン取得・更新,○,△,○,△,×,×,×,×,×,×,×,×,×,×,×,×,×,×,△,△,×,○,○,×,○,○,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,○,○,×,×,×,×,○,×,×,×,×,×,○,×,○,×,×,×,×,×,×,×,×,○,×,×,×
FR001-4,認証URL生成,○,×,△,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,○,×,○,○,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,○,○,×,×,×,×,○,×,×,×,×,×,×,○,○,×,×,×,×,×,×,×,×,×,×,×,×
FR002-1,Zoom API呼び出し,×,×,×,×,○,○,○,○,×,×,×,×,△,△,×,×,×,×,○,○,×,○,○,×,×,○,×,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,○,○,×,×,×,○,×,×,×,×,×,×,○,×,×,×,○,×,○,○,×,×,×,×,×,○
FR002-2,録画リスト表示,×,×,×,×,○,○,△,△,×,×,×,×,×,×,○,×,△,×,×,×,×,○,○,×,×,×,×,×,×,×,×,○,×,×,×,×,×,○,△,×,×,×,×,×,○,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×
FR002-3,期間フィルタリング,×,×,×,×,○,△,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,○,×,×,×,×,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,○,×,×,×,×,×,×,△,×,×,×,×,×,×,×,×,×,×,×,×,○
FR002-4,ページネーション,×,×,×,×,○,△,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,○,○,×,×,×,×,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,○,×,×,×,×,×,×,△,×,×,×,×,×,×,×,×,×,×,×,×,○
FR003-1,並列ダウンロード,×,×,×,×,×,×,×,×,○,○,○,×,×,×,×,×,△,×,○,○,○,○,○,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,△,○,×,×,×,×,×,×,○,×,×,○,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×
FR003-2,進捗表示,×,×,×,×,×,×,×,×,○,○,×,×,×,×,○,×,×,×,×,×,×,○,○,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,○,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×
FR003-3,ファイル種別対応,×,×,×,×,×,×,×,×,○,×,○,△,×,×,×,×,○,×,×,×,×,○,○,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
FR003-4,ファイル名生成・サニタイズ,×,×,×,×,×,×,×,×,△,×,△,○,×,×,×,×,×,×,×,×,×,○,○,×,×,×,×,○,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,×,×
FR004-1,AI要約API呼び出し,×,×,×,×,△,×,×,×,×,×,×,×,○,○,×,×,△,×,×,×,×,○,○,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,○,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
FR004-2,要約データ構造,×,×,×,×,△,×,×,×,×,×,×,×,○,○,×,×,×,×,×,×,×,○,○,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,○,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
FR005-1,egui/eframe UI,×,×,×,×,×,○,×,×,×,○,×,×,×,×,○,○,○,×,×,×,×,○,○,×,×,×,×,×,○,○,○,○,○,○,○,○,○,○,○,○,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,○,○,○,×,×,×,×,×,×,×,×
FR005-2,設定画面,△,○,×,×,×,×,×,×,×,×,×,×,×,×,○,○,×,×,×,×,×,○,○,×,○,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×
FR005-3,ファイル選択,×,×,×,×,×,○,×,×,△,×,○,×,△,×,○,×,○,×,×,×,×,○,○,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×
FR006-1,CLI実行,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
NFR001-1,レート制限対応,△,×,△,×,○,×,×,×,○,×,×,×,×,×,×,×,×,×,○,○,×,○,○,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,○,×,×,○,○,×,×,×,×,×,×,×,×,×,×,×,○,○,×,×,×,×,×,×
NFR001-2,指数バックオフリトライ,△,×,△,×,○,×,×,×,○,×,×,×,×,×,×,×,×,×,○,○,×,○,○,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×
NFR001-3,同時ダウンロード数制限,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,○,○,○,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,○,×,×,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
NFR002-1,エラーハンドリング,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,×,○,○,○,○,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,○,○,○,○,○,×,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
NFR002-2,詳細エラー分類,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,×,○,○,○,○,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,○,○,○,○,○,×,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
NFR002-3,ログ出力,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
NFR003-1,OAuth情報保護,○,○,○,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,○,○,×,○,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,○,×,×,×,×,○,×,×,×,○,○,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×
NFR003-2,HTTPS通信強制,○,×,○,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,○,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,○,×,×,×,×,×,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×
NFR004-1,Windows日本語対応,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,○,×,×,×,○,△,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
NFR004-2,日本語ファイル名,×,×,×,×,×,×,×,×,△,×,×,○,×,×,×,×,×,×,×,×,×,○,○,×,×,×,△,○,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,×,×
SC001,メイン画面,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×
SC002,設定画面,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,○,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×
SC003,認証画面,○,×,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,○,○,×,×,×,×,×,×,×,×,×,×,×,×
SC004,録画リスト画面,×,×,×,×,○,○,○,○,×,×,○,×,○,○,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,○,○,×,×,×,×,×,×,○,×,×,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×
SC005,ダウンロード進捗画面,×,×,×,×,×,×,×,×,○,○,×,○,×,×,×,×,×,×,○,×,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,○,○,×,×,×,×,×,○,×,○,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×
SC006,エラー表示画面,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,○,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
OP001,アプリケーション起動,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,○,×,○,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
OP002,設定入力・保存,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,○,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,○,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×
OP003,OAuth認証実行,○,×,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,○,○,×,×,×,×,×,×,×,×,○,×,×,×
OP004,録画検索・一覧表示,×,×,×,×,○,○,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,○,×,×,×,×,×,×,×,×,○
OP005,ファイル選択,×,×,×,×,×,×,×,×,×,×,○,×,○,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×
OP006,ダウンロード実行,×,×,×,×,×,×,×,×,○,×,×,○,×,×,×,×,×,×,○,×,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,○,○,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×
OP007,進捗監視・制御,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×
OP008,エラー処理・回復,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,○,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
OP009,CLI実行,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
FN001,設定管理機能,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,○,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,○,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×
FN002,OAuth認証機能,○,×,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,○,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,○,○,○,×,×,×,×,×,×,×,×,○,×,×,×
FN003,録画検索機能,×,×,×,×,○,○,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,○,×,×,×,×,×,×,×,×,○
FN004,ファイルダウンロード機能,×,×,×,×,×,×,×,×,○,×,○,×,×,×,×,×,×,×,○,×,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×
FN005,AI要約取得機能,×,×,×,×,×,×,×,×,×,×,×,×,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
FN006,進捗管理機能,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×
FN007,エラー処理機能,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,×,○,○,○,○,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,○,○,○,○,○,×,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
FN008,ファイル管理機能,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,×,×
FN009,ログ出力機能,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
FN010,Windows対応機能,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×
IMPL001,Config::load_from_file(),×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×
IMPL002,Config::save_to_file(),×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×
IMPL003,AuthToken::is_valid(),×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,○,×,×,×
IMPL004,generate_auth_url(),×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×
IMPL005,exchange_code(),○,×,○,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,×,×,×
IMPL006,get_recordings(),×,×,×,×,○,×,○,△,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,○
IMPL007,download_file(),×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×
IMPL008,sanitize_filename(),×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,×,×
IMPL009,ZoomDownloaderApp,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×
IMPL010,render_config(),×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×
IMPL011,render_recordings(),×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×
IMPL012,render_progress(),×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×
IMPL013,rate_limit_check(),×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×
IMPL014,handle_rate_limit_response(),×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×
IMPL015,retry_with_exponential_backoff(),×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×
TEST001,config_roundtrip_property,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,○,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×
TEST002,oauth_token_validation_property,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,○,×,×,×
TEST003,filename_sanitization_property,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,○,×,×
TEST004,date_range_validation_property,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○
TEST005,recording_response_structure_property,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○